NCBITaxon_108151 | unidentified eubacterium clone BSV03
NCBITaxon_478748 | uncultured Sphingosinicella sp.
NCBITaxon_1738653 | uncultured Sphingoaurantiacus sp.
NCBITaxon_316085 | uncultured Sandaracinobacter sp.
NCBITaxon_501929 | uncultured Sandarakinorhabdus sp.
NCBITaxon_392327 | uncultured Zymomonas sp.
NCBITaxon_1084594 | Brevundimonas sp. enrichment culture clone d119
NCBITaxon_114553 | uncultured bacterium O14C5
NCBITaxon_1177702 | Brevundimonas sp. enrichment culture clone E207
NCBITaxon_1226399 | Brevundimonas sp. enrichment culture clone SIO_AM02
NCBITaxon_1260400 | Brevundimonas sp. enrichment culture clone Lpl3-214
NCBITaxon_1260401 | Brevundimonas sp. enrichment culture clone R2.2-42
NCBITaxon_1264552 | Brevundimonas sp. enrichment culture clone CB1-8 4b2
NCBITaxon_1344407 | Brevundimonas sp. enrichment culture clone MRHull-Fe-10B
NCBITaxon_1348310 | Brevundimonas sp. enrichment culture clone 03C
NCBITaxon_1348311 | Brevundimonas sp. enrichment culture clone 06F
NCBITaxon_1348312 | Brevundimonas sp. enrichment culture clone 10H
NCBITaxon_1398093 | Brevundimonas sp. enrichment culture clone SLA6
NCBITaxon_1437288 | Brevundimonas sp. enrichment culture clone CCNWSP10
NCBITaxon_1543394 | Brevundimonas sp. enrichment culture clone B3
NCBITaxon_1615832 | Brevundimonas sp. enrichment culture
NCBITaxon_213418 | uncultured Brevundimonas sp.
NCBITaxon_2282312 | Brevundimonas sp. mixed culture JK-Clone-05
NCBITaxon_863259 | Brevundimonas sp. enrichment culture clone Ac-B4
NCBITaxon_265211 | uncultured Asticcacaulis sp.
NCBITaxon_654667 | Asticcacaulis sp. enrichment culture clone Sa4_4.4
NCBITaxon_1084596 | Caulobacter sp. enrichment culture clone l143
NCBITaxon_1135946 | Caulobacter sp. enrichment culture clone NB-23
NCBITaxon_1177703 | Caulobacter sp. enrichment culture clone Y003
NCBITaxon_131547 | uncultured Caulobacter 5C2
NCBITaxon_140983 | uncultured Caulobacter sp. M6
NCBITaxon_1501960 | Caulobacter sp. enrichment culture clone OTU_06
NCBITaxon_1582813 | Caulobacter sp. enrichment culture
NCBITaxon_158749 | uncultured Caulobacter sp.
NCBITaxon_572940 | Caulobacter sp. enrichment culture clone MWE_C15
NCBITaxon_634472 | Caulobacter sp. enrichment culture clone D_8m3_OTU7
NCBITaxon_1084627 | Phenylobacterium sp. enrichment culture clone C26
NCBITaxon_1084628 | Phenylobacterium sp. enrichment culture clone I236
NCBITaxon_1084629 | Phenylobacterium sp. enrichment culture clone d142
NCBITaxon_1084630 | Phenylobacterium sp. enrichment culture clone g184
NCBITaxon_1260425 | Phenylobacterium sp. enrichment culture clone LplF-80
NCBITaxon_1578966 | Phenylobacterium sp. enrichment culture
NCBITaxon_349273 | uncultured Phenylobacterium sp.
NCBITaxon_2052992 | uncultured Aquidulcibacter sp.
NCBITaxon_469576 | uncultured Nitrobacteria sp.
NCBITaxon_2813806 | uncultured Paremcibacter sp.
NCBITaxon_1054138 | uncultured Hellea sp.
NCBITaxon_1055111 | uncultured Robiginitomaculum sp.
NCBITaxon_1547920 | uncultured Algimonas sp.
NCBITaxon_1640667 | uncultured Litorimonas sp.
NCBITaxon_1649333 | uncultured Fretibacter sp.
NCBITaxon_1712424 | uncultured Euryhalocaulis sp.
NCBITaxon_1168538 | uncultured Woodsholea sp.
NCBITaxon_1677961 | uncultured Glycocaulis sp.
NCBITaxon_1123697 | Maricaulis sp. enrichment culture clone Aspi6
NCBITaxon_174710 | uncultured Maricaulis sp.
NCBITaxon_97908 | uncultured bacterium BURTON-39
NCBITaxon_259940 | uncultured Oceanicaulis sp.
NCBITaxon_2004664 | uncultured Hyphobacterium sp.
NCBITaxon_543125 | uncultured Hirschia sp.
NCBITaxon_1519356 | uncultured Ponticaulis sp.
NCBITaxon_225298 | uncultured Hyphomonas sp.
NCBITaxon_2041198 | uncultured Asprobacter sp.
NCBITaxon_1608424 | uncultured Henriciella sp.
NCBITaxon_1221381 | uncultured Kopriimonas sp.
NCBITaxon_1217885 | Acidithiobacillus sp. enrichment culture clone AZCT-M125-5
NCBITaxon_1217886 | Acidithiobacillus sp. enrichment culture clone AZCT-M125-6
NCBITaxon_1309797 | Acidithiobacillus sp. enrichment culture DGGE gel band B1
NCBITaxon_1309798 | Acidithiobacillus sp. enrichment culture DGGE gel band B2
NCBITaxon_1309799 | Acidithiobacillus sp. enrichment culture DGGE gel band B4
NCBITaxon_1309800 | Acidithiobacillus sp. enrichment culture DGGE gel band B5
NCBITaxon_1406889 | Acidithiobacillus sp. enrichment culture clone 175Fe35
NCBITaxon_1517452 | Acidithiobacillus sp. enrichment culture clone XBP-2
NCBITaxon_153810 | uncultured Acidithiobacillus sp.
NCBITaxon_1555243 | Acidithiobacillus sp. enrichment culture clone NJUST22
NCBITaxon_1619323 | Acidithiobacillus sp. enrichment culture
NCBITaxon_663230 | Acidithiobacillus sp. enrichment culture clone Z-5
NCBITaxon_1618110 | uncultured Thermithiobacillus sp.
NCBITaxon_1167020 | Desulfurella sp. enrichment culture DGGE gel band Nitr1
NCBITaxon_186055 | uncultured Desulfurella sp.
NCBITaxon_543127 | uncultured Hippea sp.
NCBITaxon_235906 | uncultured Nautilia sp.
NCBITaxon_428047 | uncultured Caminibacter sp.
NCBITaxon_905027 | uncultured Nitratiruptor sp.
NCBITaxon_1306866 | Helicobacter sp. enrichment culture clone J1Q
NCBITaxon_1306867 | Helicobacter sp. enrichment culture clone LP1Q
NCBITaxon_175537 | uncultured Helicobacter sp.
NCBITaxon_270356 | uncultured Wolinella sp.
NCBITaxon_870140 | Wolinella sp. enrichment culture clone AQ1-10
NCBITaxon_870141 | Wolinella sp. enrichment culture clone AQ1-11
NCBITaxon_870142 | Wolinella sp. enrichment culture clone AQ1-19
NCBITaxon_870143 | Wolinella sp. enrichment culture clone AQ1-27
NCBITaxon_870144 | Wolinella sp. enrichment culture clone AQ1-38
NCBITaxon_870145 | Wolinella sp. enrichment culture clone AQ1-44
NCBITaxon_870146 | Wolinella sp. enrichment culture clone AQ1-6
NCBITaxon_890375 | Wolinella sp. enrichment culture clone B31166
NCBITaxon_928340 | Wolinella sp. enrichment culture SL2 clone SL2-ITS
NCBITaxon_928341 | Wolinella sp. enrichment culture SL2 clone SL2-Wol
NCBITaxon_1776876 | uncultured Flexispira sp.
NCBITaxon_1335803 | Campylobacter sp. enrichment culture clone F1.1
NCBITaxon_1335804 | Campylobacter sp. enrichment culture clone F1.10
NCBITaxon_1335805 | Campylobacter sp. enrichment culture clone F1.2
NCBITaxon_1335806 | Campylobacter sp. enrichment culture clone F1.4
NCBITaxon_1335807 | Campylobacter sp. enrichment culture clone F1.5
NCBITaxon_1335808 | Campylobacter sp. enrichment culture clone F1.6
NCBITaxon_1335809 | Campylobacter sp. enrichment culture clone F1.9
NCBITaxon_1335810 | Campylobacter sp. enrichment culture clone F2.1
NCBITaxon_1335811 | Campylobacter sp. enrichment culture clone F2.10
NCBITaxon_1335812 | Campylobacter sp. enrichment culture clone F2.2
NCBITaxon_1335813 | Campylobacter sp. enrichment culture clone F2.3
NCBITaxon_1335814 | Campylobacter sp. enrichment culture clone F2.4
NCBITaxon_1335815 | Campylobacter sp. enrichment culture clone F2.5
NCBITaxon_1335816 | Campylobacter sp. enrichment culture clone F2.6
NCBITaxon_1335817 | Campylobacter sp. enrichment culture clone F2.7
NCBITaxon_1335818 | Campylobacter sp. enrichment culture clone F2.8
NCBITaxon_1335819 | Campylobacter sp. enrichment culture clone F2.9
NCBITaxon_1335820 | Campylobacter sp. enrichment culture clone F3.1
NCBITaxon_1335821 | Campylobacter sp. enrichment culture clone F3.10
NCBITaxon_1335822 | Campylobacter sp. enrichment culture clone F3.2
NCBITaxon_1335823 | Campylobacter sp. enrichment culture clone F3.3
NCBITaxon_1335824 | Campylobacter sp. enrichment culture clone F3.4
NCBITaxon_1335825 | Campylobacter sp. enrichment culture clone F3.5
NCBITaxon_1335826 | Campylobacter sp. enrichment culture clone F3.6
NCBITaxon_1335827 | Campylobacter sp. enrichment culture clone F3.7
NCBITaxon_1335828 | Campylobacter sp. enrichment culture clone F3.8
NCBITaxon_1335829 | Campylobacter sp. enrichment culture clone F3.9
NCBITaxon_1335830 | Campylobacter sp. enrichment culture clone F4.1
NCBITaxon_1335831 | Campylobacter sp. enrichment culture clone F4.10
NCBITaxon_1335832 | Campylobacter sp. enrichment culture clone F4.2
NCBITaxon_1335833 | Campylobacter sp. enrichment culture clone F4.3
NCBITaxon_1335834 | Campylobacter sp. enrichment culture clone F4.4
NCBITaxon_1335835 | Campylobacter sp. enrichment culture clone F4.5
NCBITaxon_1335836 | Campylobacter sp. enrichment culture clone F4.6
NCBITaxon_1335837 | Campylobacter sp. enrichment culture clone F4.7
NCBITaxon_1335838 | Campylobacter sp. enrichment culture clone F4.8
NCBITaxon_1335839 | Campylobacter sp. enrichment culture clone F4.9
NCBITaxon_1335840 | Campylobacter sp. enrichment culture clone F5.1
NCBITaxon_1335841 | Campylobacter sp. enrichment culture clone F5.10
NCBITaxon_1335842 | Campylobacter sp. enrichment culture clone F5.2
NCBITaxon_1335843 | Campylobacter sp. enrichment culture clone F5.3
NCBITaxon_1335844 | Campylobacter sp. enrichment culture clone F5.4
NCBITaxon_1335845 | Campylobacter sp. enrichment culture clone F5.5
NCBITaxon_1335846 | Campylobacter sp. enrichment culture clone F5.6
NCBITaxon_1335847 | Campylobacter sp. enrichment culture clone F5.7
NCBITaxon_1335848 | Campylobacter sp. enrichment culture clone F5.8
NCBITaxon_1335849 | Campylobacter sp. enrichment culture clone F5.9
NCBITaxon_1335850 | Campylobacter sp. enrichment culture clone F6.10
NCBITaxon_1335851 | Campylobacter sp. enrichment culture clone F6.11
NCBITaxon_1335852 | Campylobacter sp. enrichment culture clone F6.12
NCBITaxon_1335853 | Campylobacter sp. enrichment culture clone F6.13
NCBITaxon_1335854 | Campylobacter sp. enrichment culture clone F6.14
NCBITaxon_1335855 | Campylobacter sp. enrichment culture clone F6.15
NCBITaxon_1335856 | Campylobacter sp. enrichment culture clone F6.2
NCBITaxon_1335857 | Campylobacter sp. enrichment culture clone F6.5
NCBITaxon_1335858 | Campylobacter sp. enrichment culture clone F6.6
NCBITaxon_1335859 | Campylobacter sp. enrichment culture clone F6.8
NCBITaxon_1335860 | Campylobacter sp. enrichment culture clone F6.9
NCBITaxon_1335861 | Campylobacter sp. enrichment culture clone F7.1
NCBITaxon_1335862 | Campylobacter sp. enrichment culture clone F7.10
NCBITaxon_1335863 | Campylobacter sp. enrichment culture clone F7.2
NCBITaxon_1335864 | Campylobacter sp. enrichment culture clone F7.4
NCBITaxon_1335865 | Campylobacter sp. enrichment culture clone F7.6
NCBITaxon_1335866 | Campylobacter sp. enrichment culture clone F7.7
NCBITaxon_1335867 | Campylobacter sp. enrichment culture clone F7.8
NCBITaxon_1335868 | Campylobacter sp. enrichment culture clone F8.1
NCBITaxon_1335869 | Campylobacter sp. enrichment culture clone F8.10
NCBITaxon_1335870 | Campylobacter sp. enrichment culture clone F8.11
NCBITaxon_1335871 | Campylobacter sp. enrichment culture clone F8.12
NCBITaxon_1335872 | Campylobacter sp. enrichment culture clone F8.13
NCBITaxon_1335873 | Campylobacter sp. enrichment culture clone F8.14
NCBITaxon_1335874 | Campylobacter sp. enrichment culture clone F8.2
NCBITaxon_1335875 | Campylobacter sp. enrichment culture clone F8.3
NCBITaxon_1335876 | Campylobacter sp. enrichment culture clone F8.6
NCBITaxon_1335877 | Campylobacter sp. enrichment culture clone F8.7
NCBITaxon_1335878 | Campylobacter sp. enrichment culture clone F8.9
NCBITaxon_1335879 | Campylobacter sp. enrichment culture clone F9.1
NCBITaxon_1335880 | Campylobacter sp. enrichment culture clone F9.10
NCBITaxon_1335881 | Campylobacter sp. enrichment culture clone F9.11
NCBITaxon_1335882 | Campylobacter sp. enrichment culture clone F9.12
NCBITaxon_1335883 | Campylobacter sp. enrichment culture clone F9.2
NCBITaxon_1335884 | Campylobacter sp. enrichment culture clone F9.3
NCBITaxon_1335885 | Campylobacter sp. enrichment culture clone F9.4
NCBITaxon_1335886 | Campylobacter sp. enrichment culture clone F9.5
NCBITaxon_1335887 | Campylobacter sp. enrichment culture clone F9.6
NCBITaxon_1335888 | Campylobacter sp. enrichment culture clone F9.9
NCBITaxon_134210 | Campylobacter sp. oral clone BB120
NCBITaxon_2024431 | Campylobacter sp. enrichment culture
NCBITaxon_218934 | uncultured Campylobacter sp.
NCBITaxon_248732 | Campylobacter sp. oral clone BP1-19
NCBITaxon_319442 | Campylobacter sp. oral clone OH5A
NCBITaxon_334578 | Campylobacter sp. oral clone HB035
NCBITaxon_1093238 | Sulfurimonas sp. enrichment culture DGGE band 9
NCBITaxon_1434774 | uncultured Sulfurimonas sp. ML_Epsilon
NCBITaxon_1437472 | Sulfurimonas sp. enrichment culture clone C1
NCBITaxon_291845 | uncultured Sulfurimonas sp.
NCBITaxon_1608260 | Sulfuricurvum sp. enrichment culture
NCBITaxon_430693 | uncultured Sulfuricurvum sp.
NCBITaxon_511477 | Sulfuricurvum sp. enrichment culture clone D2CL_Bac_16S_Clone8
NCBITaxon_98176 | uncultured bacterium PENDANT-10
NCBITaxon_235904 | uncultured Hydrogenimonas sp.
NCBITaxon_127789 | uncultured Arcobacter kps57f
NCBITaxon_165434 | uncultured Arcobacter sp.
NCBITaxon_2043389 | Arcobacter sp. enrichment culture
NCBITaxon_350627 | uncultured Arcobacter sp. FR049
NCBITaxon_696712 | Arcobacter sp. enrichment culture clone A1
NCBITaxon_696713 | Arcobacter sp. enrichment culture clone A5
NCBITaxon_696714 | Arcobacter sp. enrichment culture clone M4
NCBITaxon_98172 | uncultured bacterium PENDANT-6
NCBITaxon_2321118 | uncultured Aliarcobacter sp.
NCBITaxon_2321190 | uncultured Poseidonibacter sp.
NCBITaxon_269237 | uncultured Sulfurovum sp.
NCBITaxon_497650 | Sulfurovum sp. enrichment culture clone C5
NCBITaxon_497651 | Sulfurovum sp. enrichment culture clone D2
NCBITaxon_497652 | Sulfurovum sp. enrichment culture clone E2
NCBITaxon_1446779 | uncultured Nitratifractor sp.
NCBITaxon_269263 | uncultured Salsamentum sp.
NCBITaxon_1196713 | Sulfurospirillum sp. enrichment culture clone MGLB2-52
NCBITaxon_1196714 | Sulfurospirillum sp. enrichment culture clone SGLB4-52
NCBITaxon_1954194 | Sulfurospirillum sp. enrichment culture
NCBITaxon_197506 | uncultured Sulfurospirillum sp.
NCBITaxon_889104 | Sulfurospirillum sp. enrichment culture clone VanCtr102
NCBITaxon_889105 | Sulfurospirillum sp. enrichment culture clone VanCtr4
NCBITaxon_889106 | Sulfurospirillum sp. enrichment culture clone VanCtr7
NCBITaxon_889107 | Sulfurospirillum sp. enrichment culture clone VanCtr74
NCBITaxon_889108 | Sulfurospirillum sp. enrichment culture clone VanCtr95
NCBITaxon_928329 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-DCE-G2
NCBITaxon_928330 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-DCE-G3
NCBITaxon_928331 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-ITS1
NCBITaxon_928332 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-ITS2
NCBITaxon_928333 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-PCEa-G1
NCBITaxon_928334 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-PCEa-G2
NCBITaxon_928335 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-PCEb-G1
NCBITaxon_928336 | Sulfurospirillum sp. enrichment culture SL2 clone SL2-Sul
NCBITaxon_97801 | uncultured bacterium ACE-24
NCBITaxon_97802 | uncultured bacterium BURTON-15
NCBITaxon_407034 | uncultured Nitrospinaceae bacterium
NCBITaxon_482920 | uncultured marine Nitrospinaceae bacterium
NCBITaxon_1335077 | Nitrospira sp. enrichment culture clone GBS43
NCBITaxon_1335078 | Nitrospira sp. enrichment culture clone GBS44
NCBITaxon_1335079 | Nitrospira sp. enrichment culture clone GBS7
NCBITaxon_1335080 | Nitrospira sp. enrichment culture clone JAC14
NCBITaxon_1335081 | Nitrospira sp. enrichment culture clone JAC29
NCBITaxon_1335082 | Nitrospira sp. enrichment culture clone JAC35
NCBITaxon_1335083 | Nitrospira sp. enrichment culture clone RTC21
NCBITaxon_1335084 | Nitrospira sp. enrichment culture clone RTC3
NCBITaxon_1420084 | Nitrospira sp. enrichment culture clone 44
NCBITaxon_1420085 | Nitrospira sp. enrichment culture clone 43
NCBITaxon_1522990 | Nitrospira sp. enrichment culture clone 1
NCBITaxon_1522991 | Nitrospira sp. enrichment culture clone 3301
NCBITaxon_1522992 | Nitrospira sp. enrichment culture clone 3304
NCBITaxon_1522993 | Nitrospira sp. enrichment culture clone 3305
NCBITaxon_1522994 | Nitrospira sp. enrichment culture clone 3309
NCBITaxon_1522995 | Nitrospira sp. enrichment culture clone 74
NCBITaxon_1522996 | Nitrospira sp. enrichment culture clone 80
NCBITaxon_1522997 | Nitrospira sp. enrichment culture clone 83
NCBITaxon_1522998 | Nitrospira sp. enrichment culture clone I3
NCBITaxon_1522999 | Nitrospira sp. enrichment culture clone LD3
NCBITaxon_1523000 | Nitrospira sp. enrichment culture clone LD5
NCBITaxon_1523001 | Nitrospira sp. enrichment culture clone LUA16
NCBITaxon_157176 | uncultured Nitrospira sp.
NCBITaxon_1708383 | Nitrospira sp. enrichment culture
NCBITaxon_475934 | Nitrospira sp. enrichment culture clone Aa01
NCBITaxon_856744 | Nitrospira sp. enrichment culture clone LPTV-F2
NCBITaxon_856745 | Nitrospira sp. enrichment culture clone LPTV-S11
NCBITaxon_876847 | Nitrospira enrichment culture clone Ga3a
NCBITaxon_876848 | Nitrospira enrichment culture clone Ga9-4
NCBITaxon_876849 | Nitrospira enrichment culture clone GaII
NCBITaxon_876850 | Nitrospira enrichment culture clone Ns4a
NCBITaxon_985253 | Nitrospira sp. enrichment culture clone M1-9
NCBITaxon_1309801 | Leptospirillum sp. enrichment culture DGGE gel band B16
NCBITaxon_1309802 | Leptospirillum sp. enrichment culture DGGE gel band B3
NCBITaxon_1309803 | Leptospirillum sp. enrichment culture DGGE gel band B6
NCBITaxon_1400613 | Leptospirillum sp. enrichment culture clone 2131
NCBITaxon_1517451 | Leptospirillum sp. enrichment culture clone XBP-1
NCBITaxon_184210 | uncultured Leptospirillum sp.
NCBITaxon_430691 | uncultured Magnetobacterium sp.
NCBITaxon_511466 | Magnetobacterium sp. enrichment culture clone D2CL_Bac_16S_Clone7
NCBITaxon_1135930 | Thermodesulfovibrio sp. enrichment culture clone MB-11
NCBITaxon_1135931 | Thermodesulfovibrio sp. enrichment culture clone MB-15
NCBITaxon_1135932 | Thermodesulfovibrio sp. enrichment culture clone MB-17
NCBITaxon_1135933 | Thermodesulfovibrio sp. enrichment culture clone SB-24
NCBITaxon_1489993 | Thermodesulfovibrio sp. enrichment culture clone AD_hydA_3
NCBITaxon_1735569 | Thermodesulfovibrio sp. enrichment culture
NCBITaxon_239994 | uncultured Thermodesulfovibrio sp.
NCBITaxon_761114 | Thermodesulfovibrio sp. enrichment culture clone SEQ12_Clone3FP1_ANA
NCBITaxon_761115 | Thermodesulfovibrio sp. enrichment culture clone SEQ17_Clone9AP1_ANA
NCBITaxon_761116 | Thermodesulfovibrio sp. enrichment culture clone SEQ1_Clone1AP1_ANA
NCBITaxon_761117 | Thermodesulfovibrio sp. enrichment culture clone SEQ4_Clone1DP1_ANA
NCBITaxon_761118 | Thermodesulfovibrio sp. enrichment culture clone SEQ6_Clone2BP1_ANA
NCBITaxon_904064 | uncultured Chlorobiales bacterium
NCBITaxon_2790682 | uncultured Marinilabiliales bacterium
NCBITaxon_1490001 | Bacteroidales bacterium enrichment culture clone AD_hydA_33
NCBITaxon_1519304 | Bacteroidales bacterium enrichment culture clone EC8-10-1_C11
NCBITaxon_1519305 | Bacteroidales bacterium enrichment culture clone EC8-10-1_C9
NCBITaxon_1519306 | Bacteroidales bacterium enrichment culture clone EC8-10-1_D9
NCBITaxon_1519307 | Bacteroidales bacterium enrichment culture clone EC8-10-1_F3
NCBITaxon_1519308 | Bacteroidales bacterium enrichment culture clone EC8-10-1_G3
NCBITaxon_1519309 | Bacteroidales bacterium enrichment culture clone EC8-10-3_C9
NCBITaxon_1607789 | Bacteroidales bacterium enrichment culture
NCBITaxon_189694 | Bacteroidales oral clone MCE7_20
NCBITaxon_189695 | Bacteroidales oral clone MCE3_262
NCBITaxon_189696 | Bacteroidales oral clone MCE7_196
NCBITaxon_189697 | Bacteroidales oral clone MCE7_164
NCBITaxon_189698 | Bacteroidales oral clone MCE7_120
NCBITaxon_194843 | uncultured Bacteroidales bacterium
NCBITaxon_326360 | Bacteroidales genomosp. P2 oral clone MB1_G13
NCBITaxon_326361 | Bacteroidales genomosp. P3 oral clone MB1_G34
NCBITaxon_326362 | Bacteroidales genomosp. P4 oral clone MB2_G17
NCBITaxon_326363 | Bacteroidales genomosp. P5 oral clone MB2_P04
NCBITaxon_326364 | Bacteroidales genomosp. P7 oral clone MB3_P19
NCBITaxon_326365 | Bacteroidales genomosp. P8 oral clone MB4_G15
NCBITaxon_326366 | Bacteroidales genomosp. P6 oral clone MB3_C19
NCBITaxon_447529 | Bacteroidales oral clone 1R-7
NCBITaxon_1500450 | uncultured Candidatus Paenicardinium sp.
NCBITaxon_575446 | uncultured Bifissio sp.
NCBITaxon_78293 | uncultured bacterium VC2.1 Bac22
NCBITaxon_213322 | uncultured Flavobacteriales bacterium
NCBITaxon_101429 | uncultured Cytophagales QSSC8L-9
NCBITaxon_101430 | uncultured Cytophagales QSSC9L-1
NCBITaxon_101431 | uncultured Cytophagales QSSC9L-12
NCBITaxon_1055418 | Sphingobacteriales enrichment culture DGGE gel band PCA5
NCBITaxon_111731 | uncultured Cytophagales MT60
NCBITaxon_111732 | uncultured Cytophagales CE22
NCBITaxon_111733 | uncultured Cytophagales CE54
NCBITaxon_111734 | uncultured Cytophagales CE55
NCBITaxon_111735 | uncultured Cytophagales CE60
NCBITaxon_117770 | uncultured bacterium #0319-8C3
NCBITaxon_118409 | humic substances enrichment clone D47
NCBITaxon_118410 | humic substances enrichment clone B21
NCBITaxon_126488 | uncultured Cytophagales n3r
NCBITaxon_135366 | uncultured Cytophagales Kmlps0-12
NCBITaxon_135367 | uncultured Cytophagales Kmlps0-2
NCBITaxon_135368 | uncultured Cytophagales Kmlps0-22
NCBITaxon_135369 | uncultured Cytophagales Kmlps3-10
NCBITaxon_135370 | uncultured Cytophagales Kmlps3-12
NCBITaxon_135371 | uncultured Cytophagales Kmlps3-2
NCBITaxon_135372 | uncultured Cytophagales Kmlps3-31
NCBITaxon_135373 | uncultured Cytophagales Kmlps3-9
NCBITaxon_135374 | uncultured Cytophagales Kmlps6-10
NCBITaxon_135375 | uncultured Cytophagales Kmlps6-14
NCBITaxon_135376 | uncultured Cytophagales Kmlps6-21
NCBITaxon_135377 | uncultured Cytophagales Kmlps6-8
NCBITaxon_137817 | uncultured Cytophagales ESR 2
NCBITaxon_137818 | uncultured Cytophagales ESR 4
NCBITaxon_137819 | uncultured Cytophagales ESR 5
NCBITaxon_137820 | uncultured Cytophagales ESR 13
NCBITaxon_137821 | uncultured Cytophagales ESR 14
NCBITaxon_137822 | uncultured Cytophagales ESR 15
NCBITaxon_137823 | uncultured Cytophagales ESR 16
NCBITaxon_137824 | uncultured Cytophagales ESR 17
NCBITaxon_137825 | uncultured Cytophagales ESR 18
NCBITaxon_137826 | uncultured Cytophagales ESR 19
NCBITaxon_137827 | uncultured Cytophagales ESR 20
NCBITaxon_137828 | uncultured Cytophagales ESR 21
NCBITaxon_158755 | uncultured Cytophagales bacterium
NCBITaxon_159824 | uncultured Cytophagales MB11E04
NCBITaxon_212696 | uncultured Sphingobacteriales bacterium
NCBITaxon_350649 | uncultured Sphingobacteriales bacterium FR006
NCBITaxon_710990 | uncultured Sphingobacteriales bacterium HF0010_19H17
NCBITaxon_710991 | uncultured Sphingobacteriales bacterium HF0130_33B19
NCBITaxon_934772 | Sphingobacteriales bacterium enrichment culture DGGE band M81B5
NCBITaxon_2613895 | uncultured Chitinophagales bacterium
NCBITaxon_2072650 | uncultured Saprospirales bacterium
NCBITaxon_1191687 | uncultured Ignavibacteriales bacterium
NCBITaxon_3036254 | uncultured Rhodothermales bacterium
NCBITaxon_2828284 | uncultured Balneolales bacterium
NCBITaxon_2501619 | uncultured Longimicrobiaceae bacterium
NCBITaxon_246130 | uncultured Gemmatimonadaceae bacterium
NCBITaxon_658264 | uncultured Fibrobacteraceae bacterium
NCBITaxon_1798912 | uncultured Lentisphaeraceae bacterium
NCBITaxon_385249 | uncultured Victivallaceae bacterium
NCBITaxon_1983279 | uncultured Chthoniobacteraceae bacterium
NCBITaxon_1191521 | uncultured Pedosphaera sp.
NCBITaxon_63184 | unidentified eubacterium LD19
NCBITaxon_257470 | uncultured Verrucomicrobiaceae bacterium
NCBITaxon_89266 | uncultured bacterium SY2-10
NCBITaxon_89269 | uncultured bacterium SY2-23
NCBITaxon_89273 | uncultured bacterium SY2-44
NCBITaxon_89274 | uncultured bacterium SY2-57
NCBITaxon_89291 | uncultured bacterium SY3-64
NCBITaxon_89292 | uncultured bacterium SY3-67
NCBITaxon_89301 | uncultured bacterium SY4-17
NCBITaxon_89302 | uncultured bacterium SY4-21
NCBITaxon_89303 | uncultured bacterium SY4-22
NCBITaxon_1569329 | uncultured Candidatus Methylacidiphilaceae bacterium
NCBITaxon_134637 | uncultured bacterium TM18
NCBITaxon_333967 | uncultured Opitutaceae bacterium
NCBITaxon_1101446 | uncultured Puniceicoccaceae bacterium
NCBITaxon_2072704 | uncultured Criblamydiaceae bacterium
NCBITaxon_1086588 | uncultured Rhabdochlamydiaceae bacterium
NCBITaxon_224724 | uncultured Parachlamydiaceae bacterium cvE5
NCBITaxon_464461 | uncultured Parachlamydiaceae bacterium
NCBITaxon_1340894 | uncultured Simkaniaceae bacterium
NCBITaxon_424991 | uncultured Chlamydiaceae bacterium
NCBITaxon_144598 | uncultured Chlamydiales CRG18
NCBITaxon_144599 | uncultured Chlamydiales CRG19
NCBITaxon_144600 | uncultured Chlamydiales CRG20
NCBITaxon_144601 | uncultured Chlamydiales CRG21
NCBITaxon_144602 | uncultured Chlamydiales CRG22
NCBITaxon_144603 | uncultured Chlamydiales CRG23
NCBITaxon_144604 | uncultured Chlamydiales CRG24
NCBITaxon_144605 | uncultured Chlamydiales CRG25
NCBITaxon_144606 | uncultured Chlamydiales CRG26
NCBITaxon_144607 | uncultured Chlamydiales CRG27
NCBITaxon_144608 | uncultured Chlamydiales CRG28
NCBITaxon_144609 | uncultured Chlamydiales CRG29
NCBITaxon_144610 | uncultured Chlamydiales CRG30
NCBITaxon_144611 | uncultured Chlamydiales CRG31
NCBITaxon_144612 | uncultured Chlamydiales CRG32
NCBITaxon_144613 | uncultured Chlamydiales CRG33
NCBITaxon_144614 | uncultured Chlamydiales CRG34
NCBITaxon_144615 | uncultured Chlamydiales CRG35
NCBITaxon_144616 | uncultured Chlamydiales CRG36
NCBITaxon_144617 | uncultured Chlamydiales CRG37
NCBITaxon_144618 | uncultured Chlamydiales CRG38
NCBITaxon_144619 | uncultured Chlamydiales CRG39
NCBITaxon_144620 | uncultured Chlamydiales CRG40
NCBITaxon_144621 | uncultured Chlamydiales CRG41
NCBITaxon_144622 | uncultured Chlamydiales CRG42
NCBITaxon_144623 | uncultured Chlamydiales CRG43
NCBITaxon_144624 | uncultured Chlamydiales CRG44
NCBITaxon_144625 | uncultured Chlamydiales CRG45
NCBITaxon_144626 | uncultured Chlamydiales CRG46
